V1	V2	V3	V4
CXD-3	CX-29	42009	0.0578923563998191
CXD-3	DF-5	37128	0.054541047188106
CXD-3	DFDC-11	42569	0.0603020977706782
CXD-3	DFDC-13	41619	0.0578702035128187
CXD-3	DFDC-14	42212	0.0579337629110206
CXD-3	DFDC-19	42140	0.0592429995253916
CXD-3	Q-14	40837	0.0573866836447339
CXD-3	Q-19	40188	0.0562730168209416
CXD-3	Q-20	36033	0.0542835733910582
CXD-3	Q-30	41967	0.0590106512259633
CXD-3	Q-6	42133	0.0590273657228301
CXD-3	H-22	22454	0.046183308096553
CXD-3	H-25	25075	0.0482153539381854
CXD-3	H-26	22488	0.0480923159018143
CXD-3	HDC-3	24452	0.0482578112219859
CXD-3	HDC-4	23835	0.0475351374029788
CXD-3	HM2	22014	0.168301989642954
CXD-3	HM3	23001	0.174166340593887
CXD-3	HM4	22193	0.171112512954535
CXD-3	HM5	26832	0.177903249850924
CXD-3	HM6	27057	0.179842554606941
CXD-5	CXD-7	52529	0.0641550381693922
CXD-5	CXD-9	51422	0.0612481039243903
CXD-5	D10	49829	0.0583796584318369
CXD-5	D20	24959	0.0509635802716455
CXD-5	D22	41349	0.0532781929429974
CXD-5	JJ0030	50936	0.0608999528820481
CXD-5	JJC44	51078	0.0598790085751204
CXD-5	108	50470	0.0591638597186447
CXD-5	JJ-109	51088	0.0601706858753523
CXD-5	JJ-35	49860	0.0586241476133173
CXD-5	JJ-71	52072	0.061827853740974
CXD-5	JJ-92	44653	0.0557073432916041
CXD-5	JJ-103	51986	0.0616415958142577
CXD-5	JJ-52	52151	0.0619642959866541
CXD-5	JJ-97	52179	0.0626497249851473
CXD-5	JJC-73	51554	0.0606451487760407
CXD-5	117	43779	0.0552548025308938
CXD-5	LCG09-2	39825	0.0532580037664783
CXD-5	LCG09-3	40916	0.051006941049956
CXD-5	LCG09-4	40480	0.050975790513834
CXD-5	LCG09-5	40196	0.053064981590208
CXD-5	XH-13	50388	0.0586945304437564
CXD-5	XHDC-2	51093	0.0604681658935666
CXD-5	XHDC-5	43992	0.0547372249499909
CXD-5	XHDC-6	48323	0.0589574322786251
CXD-5	XHDC-7	49414	0.059122920629781
CXD-5	FQ-10	43049	0.0542637459639016
CXD-5	FQ-14	38932	0.0540943182985719
CXD-5	FQ-26	47270	0.0570446371906072
CXD-5	FQ-27	45428	0.0556374922955006
CXD-5	FQ-6	45288	0.0563173467585232
CXD-5	26	49108	0.0595931416469822
CXD-5	27	49073	0.0575163531881075
CXD-5	28	51353	0.0593344108425993
CXD-5	31	51928	0.062365197966415
CXD-5	CX-29	50997	0.0592191697550836
CXD-5	DF-5	44893	0.0554763548882899
CXD-5	DFDC-11	51767	0.0616705623273514
CXD-5	DFDC-13	50482	0.0604472881423081
CXD-5	DFDC-14	51250	0.0598243902439024
CXD-5	DFDC-19	51219	0.0599679806321873
CXD-5	Q-14	49576	0.0582237372922382
CXD-5	Q-19	48759	0.0571484238807195
CXD-5	Q-20	43519	0.0540568487327374
CXD-5	Q-30	50921	0.0603974784470061
CXD-5	Q-6	51178	0.0603872757825628
CXD-5	H-22	26684	0.0469569779643232
CXD-5	H-25	29963	0.0494109401595301
CXD-5	H-26	26728	0.0486568392696797
CXD-5	HDC-3	29056	0.0505059196035242
CXD-5	HDC-4	28388	0.0488586726785966
CXD-5	HM2	26390	0.169609700644183
CXD-5	HM3	27713	0.174593151228665
CXD-5	HM4	26748	0.173246597876477
CXD-5	HM5	32386	0.17966096461434
CXD-5	HM6	32769	0.180246574506393
CXD-7	CXD-9	67095	0.0667486399880766
CXD-7	D10	63567	0.0613053943083675
CXD-7	D20	30875	0.0541538461538462
CXD-7	D22	52056	0.0578991854925465
CXD-7	JJ0030	65149	0.0645290027475479
CXD-7	JJC44	65343	0.0639471710818297
CXD-7	108	64500	0.0631782945736434
CXD-7	JJ-109	65572	0.0637238455438297
CXD-7	JJ-35	63831	0.0617881593583055
CXD-7	JJ-71	66872	0.0654459265462376
CXD-7	JJ-92	56746	0.0597310823670391
CXD-7	JJ-103	66989	0.065779456328651
CXD-7	JJ-52	67261	0.0666656755028917
CXD-7	JJ-97	67341	0.0658811125465912
CXD-7	JJC-73	66311	0.0642427349911779
CXD-7	117	54994	0.0582699930901553
CXD-7	LCG09-2	50013	0.0565952852258413
CXD-7	LCG09-3	51421	0.054899749129733
CXD-7	LCG09-4	50981	0.0542358918028285
CXD-7	LCG09-5	50396	0.058149456306056
CXD-7	XH-13	64504	0.062492248542726
CXD-7	XHDC-2	65692	0.0637977227059612
CXD-7	XHDC-5	55987	0.0585225141550717
CXD-7	XHDC-6	61813	0.0615323637422549
CXD-7	XHDC-7	63392	0.0628312720848057
CXD-7	FQ-10	54472	0.0587365986194742
CXD-7	FQ-14	49044	0.0583455672457385
CXD-7	FQ-26	60267	0.0616257653442182
CXD-7	FQ-27	57765	0.0597160910585995
CXD-7	FQ-6	57423	0.059087821952876
CXD-7	26	62978	0.0626250436660421
CXD-7	27	62803	0.061684951355827
CXD-7	28	66210	0.0641217338770578
CXD-7	31	67019	0.0667795699726943
CXD-7	CX-29	65549	0.0641886222520557
CXD-7	DF-5	56837	0.0592571740239633
CXD-7	DFDC-11	66601	0.0649915166438942
CXD-7	DFDC-13	64791	0.0630257288820978
CXD-7	DFDC-14	65940	0.0636032757051865
CXD-7	DFDC-19	65803	0.0650122334847955
CXD-7	Q-14	63465	0.0621287323721736
CXD-7	Q-19	62306	0.0601707700702982
CXD-7	Q-20	55134	0.0587840533971778
CXD-7	Q-30	65449	0.0641568243976226
CXD-7	Q-6	65650	0.0640974866717441
CXD-7	H-22	32794	0.0520979447459901
CXD-7	H-25	36817	0.0531819539886466
CXD-7	H-26	32823	0.0531487066995704
CXD-7	HDC-3	35729	0.0524363962047636
CXD-7	HDC-4	34823	0.0534416908365161
CXD-7	HM2	33177	0.174563703770685
CXD-7	HM3	34846	0.179217126786432
CXD-7	HM4	33510	0.176693524321098
CXD-7	HM5	41070	0.183114195276357
CXD-7	HM6	41506	0.183419264684624
CXD-9	D10	62327	0.0590113433985271
CXD-9	D20	30389	0.0537365494093257
CXD-9	D22	51131	0.0557098433435685
CXD-9	JJ0030	63890	0.0624667397088746
CXD-9	JJC44	64065	0.0611254194958246
CXD-9	108	63271	0.0613788307439427
CXD-9	JJ-109	64350	0.0610878010878011
CXD-9	JJ-35	62722	0.059516597047288
CXD-9	JJ-71	65606	0.0631725756790537
CXD-9	JJ-92	55885	0.0579583072380782
CXD-9	JJ-103	65688	0.0637711606381683
CXD-9	JJ-52	65987	0.0638989497931411
CXD-9	JJ-97	66051	0.0633828405323159
CXD-9	JJC-73	65015	0.0622010305314158
CXD-9	117	54181	0.0569110942950481
CXD-9	LCG09-2	49386	0.0552585753047422
CXD-9	LCG09-3	50777	0.0526714851212163
CXD-9	LCG09-4	50260	0.0523776362912853
CXD-9	LCG09-5	49758	0.0554182242051529
CXD-9	XH-13	63341	0.0605295148482026
CXD-9	XHDC-2	64546	0.0624593313295944
CXD-9	XHDC-5	55100	0.0575771324863884
CXD-9	XHDC-6	60863	0.0594367678228152
CXD-9	XHDC-7	62370	0.0598444765111432
CXD-9	FQ-10	53708	0.0565558203619572
CXD-9	FQ-14	48448	0.0564213177014531
CXD-9	FQ-26	59388	0.0589681417121304
CXD-9	FQ-27	56958	0.0582446715123424
CXD-9	FQ-6	56634	0.0582247413214677
CXD-9	26	61964	0.0606803950681041
CXD-9	27	61712	0.0588459294788696
CXD-9	28	65039	0.0618782576607881
CXD-9	31	65806	0.0637251922317114
CXD-9	CX-29	64379	0.0618835334503487
CXD-9	DF-5	55998	0.0578324225865209
CXD-9	DFDC-11	65333	0.062564094714769
CXD-9	DFDC-13	63614	0.0603640708020247
CXD-9	DFDC-14	64782	0.0625482387082832
CXD-9	DFDC-19	64628	0.0635637804047781
CXD-9	Q-14	62444	0.060189930177439
CXD-9	Q-19	61278	0.0578674238715363
CXD-9	Q-20	54371	0.0563995512313549
CXD-9	Q-30	64294	0.0621753196254705
CXD-9	Q-6	64455	0.0618493522612676
CXD-9	H-22	32463	0.0495487170008933
CXD-9	H-25	36461	0.0518087819862319
CXD-9	H-26	32541	0.0514274300113703
CXD-9	HDC-3	35395	0.0509535245091115
CXD-9	HDC-4	34570	0.0520104136534568
CXD-9	HM2	32733	0.17201295328873
CXD-9	HM3	34386	0.176118187634502
CXD-9	HM4	33046	0.174786661017975
CXD-9	HM5	40458	0.180916011666419
CXD-9	HM6	40880	0.181054305283757
D10	D20	34096	0.0601830126701079
D10	D22	58498	0.0631645526342781
D10	JJ0030	77047	0.0727088660168469
D10	JJC44	77354	0.07416552473046
D10	108	71076	0.0651063650177275
D10	JJ-109	72333	0.0653920064147761
D10	JJ-35	69380	0.0632891323147881
D10	JJ-71	73975	0.0677593781683001
D10	JJ-92	60849	0.0614636230669362
D10	JJ-103	74202	0.0683606910864936
D10	JJ-52	74541	0.0685193383507063
D10	JJ-97	74665	0.0692024375544097
D10	JJC-73	73283	0.0664205886767736
D10	117	58541	0.0574469175449685
D10	LCG09-2	52737	0.0564499307886304
D10	LCG09-3	54398	0.0548365748740763
D10	LCG09-4	53791	0.0540424978156197
D10	LCG09-5	53274	0.0568945451815144
D10	XH-13	70458	0.0638891254364302
D10	XHDC-2	71646	0.0654398012450102
D10	XHDC-5	59694	0.0610781653097464
D10	XHDC-6	66756	0.0629980825693571
D10	XHDC-7	68669	0.0637259898935473
D10	FQ-10	57912	0.0574405995303219
D10	FQ-14	51745	0.0575321287080877
D10	FQ-26	64282	0.0607012849631312
D10	FQ-27	61469	0.0601685402397957
D10	FQ-6	61120	0.0596613219895288
D10	26	68225	0.0639061927445951
D10	27	68055	0.0622878554110646
D10	28	72426	0.0654875321017314
D10	31	73535	0.0677092540966887
D10	CX-29	71600	0.0655377094972067
D10	DF-5	61064	0.0607886807284161
D10	DFDC-11	73223	0.0665774415142783
D10	DFDC-13	71022	0.064092816310439
D10	DFDC-14	72121	0.0655148985732311
D10	DFDC-19	72201	0.0663356463206881
D10	Q-14	68856	0.0638433832926688
D10	Q-19	67456	0.061454874288425
D10	Q-20	58864	0.0587965479749932
D10	Q-30	71468	0.0658056752672525
D10	Q-6	71947	0.066118114723338
D10	H-22	33745	0.052037338865017
D10	H-25	37983	0.0516283600558144
D10	H-26	33721	0.0522226505738264
D10	HDC-3	36827	0.0508458467971868
D10	HDC-4	35891	0.0510852302805717
D10	HM2	34962	0.176977861678394
D10	HM3	36682	0.180619922577831
D10	HM4	35203	0.179018833622134
D10	HM5	43695	0.185558988442614
D10	HM6	44219	0.186356543567245
D20	D22	28449	0.0523041231677739
D20	JJ0030	35010	0.0625535561268209
D20	JJC44	35179	0.06394439864692
D20	108	33403	0.0583181151393587
D20	JJ-109	33820	0.0585600236546422
D20	JJ-35	32732	0.0573903213980203
D20	JJ-71	34345	0.0595283156209055
D20	JJ-92	29285	0.0537476523817654
D20	JJ-103	34308	0.0601171738370059
D20	JJ-52	34428	0.0587748344370861
D20	JJ-97	34433	0.0593471379200186
D20	JJC-73	34088	0.0599184463740906
D20	117	28906	0.0522555870753477
D20	LCG09-2	26043	0.0497638520907729
D20	LCG09-3	26962	0.0497923002744604
D20	LCG09-4	26654	0.0485668192391386
D20	LCG09-5	26416	0.0486258328285887
D20	XH-13	33262	0.0566412121940954
D20	XHDC-2	33642	0.0579335354616254
D20	XHDC-5	28834	0.0532010820559062
D20	XHDC-6	31721	0.055436461650011
D20	XHDC-7	32488	0.0558206106870229
D20	FQ-10	28243	0.0524908826965974
D20	FQ-14	25543	0.0524801315428885
D20	FQ-26	30816	0.0544360072689512
D20	FQ-27	29579	0.0547347780519963
D20	FQ-6	29589	0.0518942850383588
D20	26	32219	0.0567522269468326
D20	27	32121	0.0554621587123689
D20	28	33799	0.0586259948519187
D20	31	34158	0.0605275484513145
D20	CX-29	33590	0.0579934504316761
D20	DF-5	29513	0.0537898553179955
D20	DFDC-11	34131	0.0596525153086637
D20	DFDC-13	33406	0.057190325091301
D20	DFDC-14	33724	0.0591418574309097
D20	DFDC-19	33804	0.0592681339486451
D20	Q-14	32581	0.0559682023265093
D20	Q-19	32118	0.0553895012142724
D20	Q-20	28632	0.052458787370774
D20	Q-30	33602	0.0592226653175406
D20	Q-6	33762	0.0600527219951425
D20	H-22	17845	0.0464836088540207
D20	H-25	19979	0.0465238500425447
D20	H-26	17779	0.0462343213904044
D20	HDC-3	19430	0.0485846628924344
D20	HDC-4	18906	0.0461229239394901
D20	HM2	17655	0.170546587369017
D20	HM3	18434	0.17524682651622
D20	HM4	17669	0.172731903333522
D20	HM5	21448	0.180716150690041
D20	HM6	21687	0.180960944344538
D22	JJ0030	60804	0.0665252286033814
D22	JJC44	61052	0.0656161960296141
D22	108	57194	0.0602773018148757
D22	JJ-109	58003	0.060764098408703
D22	JJ-35	55972	0.058886586150218
D22	JJ-71	59129	0.0630655008540648
D22	JJ-92	49645	0.0569845905932118
D22	JJ-103	59174	0.0623331192753574
D22	JJ-52	59332	0.0627486010921594
D22	JJ-97	59439	0.0633674859940443
D22	JJC-73	58647	0.0624243354306273
D22	117	48369	0.0545907502739358
D22	LCG09-2	43710	0.0528940745824754
D22	LCG09-3	45013	0.0509075156066025
D22	LCG09-4	44549	0.0508316684998541
D22	LCG09-5	44217	0.0545717710382884
D22	XH-13	56889	0.0589129708731038
D22	XHDC-2	57678	0.0611324941918929
D22	XHDC-5	48928	0.0566648953564421
D22	XHDC-6	54152	0.0584927611168563
D22	XHDC-7	55534	0.0584236683833327
D22	FQ-10	47702	0.0546413148295669
D22	FQ-14	42833	0.0551443980108795
D22	FQ-26	52485	0.0591502334000191
D22	FQ-27	50276	0.0565578009388177
D22	FQ-6	50128	0.0552186402808809
D22	26	55106	0.0599390266032737
D22	27	55026	0.0585541380438338
D22	28	58119	0.060857895008517
D22	31	58783	0.0637854481737917
D22	CX-29	57530	0.0601425343299148
D22	DF-5	49970	0.0568541124674805
D22	DFDC-11	58687	0.0629952118867892
D22	DFDC-13	57195	0.0605297665879885
D22	DFDC-14	57954	0.0616264623667046
D22	DFDC-19	58042	0.0627562799352193
D22	Q-14	55673	0.0588346236056976
D22	Q-19	54667	0.0577405015823074
D22	Q-20	48384	0.0563616071428571
D22	Q-30	57516	0.0607483135127617
D22	Q-6	57802	0.061632815473513
D22	H-22	28900	0.0479411764705882
D22	H-25	32464	0.0484690734351897
D22	H-26	28817	0.0487212409341708
D22	HDC-3	31481	0.0484577999428227
D22	HDC-4	30704	0.0477462219906201
D22	HM2	29060	0.170853406744666
D22	HM3	30543	0.175784958910389
D22	HM4	29290	0.173694093547286
D22	HM5	35956	0.180567916342196
D22	HM6	36377	0.180141298072958
JJ0030	JJC44	79914	0.0765510423705483
JJ0030	108	73128	0.0676279947489334
JJ0030	JJ-109	74564	0.0680489244139263
JJ0030	JJ-35	71409	0.0664622106457169
JJ0030	JJ-71	76267	0.0709087809930901
JJ0030	JJ-92	62501	0.064206972688437
JJ0030	JJ-103	76490	0.0707870309844424
JJ0030	JJ-52	76855	0.0719406674907293
JJ0030	JJ-97	77001	0.0718886767704316
JJ0030	JJC-73	75552	0.0693429690808979
JJ0030	117	59895	0.0611486768511562
JJ0030	LCG09-2	53973	0.0608081818687121
JJ0030	LCG09-3	55687	0.0563955680859087
JJ0030	LCG09-4	55065	0.0558067738127667
JJ0030	LCG09-5	54503	0.0609049043171936
JJ0030	XH-13	72505	0.0664505896145094
JJ0030	XHDC-2	73753	0.067509118273155
JJ0030	XHDC-5	61338	0.0628158727053376
JJ0030	XHDC-6	68596	0.0648142748848329
JJ0030	XHDC-7	70610	0.0664495114006515
JJ0030	FQ-10	59272	0.0599946011607504
JJ0030	FQ-14	52945	0.0616016621021815
JJ0030	FQ-26	65928	0.0643732556728552
JJ0030	FQ-27	62976	0.0633177718495935
JJ0030	FQ-6	62664	0.0633697178603345
JJ0030	26	70182	0.0660140776837366
JJ0030	27	69971	0.065427105515142
JJ0030	28	74603	0.068314947120089
JJ0030	31	75720	0.0708597464342314
JJ0030	CX-29	73717	0.0672165172212651
JJ0030	DF-5	62689	0.0642616727017499
JJ0030	DFDC-11	75423	0.0696737069594156
JJ0030	DFDC-13	73004	0.0670853651854693
JJ0030	DFDC-14	74267	0.068226803290829
JJ0030	DFDC-19	74323	0.0683301266095287
JJ0030	Q-14	70826	0.0668186824047666
JJ0030	Q-19	69297	0.0646853399137048
JJ0030	Q-20	60415	0.0619961929984275
JJ0030	Q-30	73567	0.068583739992116
JJ0030	Q-6	74003	0.0681391294947502
JJ0030	H-22	34372	0.0544774816711277
JJ0030	H-25	38675	0.0561215255332902
JJ0030	H-26	34341	0.0550653737514924
JJ0030	HDC-3	37540	0.0550479488545551
JJ0030	HDC-4	36568	0.055266900021877
JJ0030	HM2	35730	0.178169605373636
JJ0030	HM3	37538	0.18202887740423
JJ0030	HM4	36033	0.180223683845364
JJ0030	HM5	44800	0.186930803571429
JJ0030	HM6	45306	0.187359290160244
JJC44	108	73302	0.0682314261548116
JJC44	JJ-109	74702	0.0678562822949854
JJC44	JJ-35	71571	0.0672479076721018
JJC44	JJ-71	76436	0.0706473389502329
JJC44	JJ-92	62606	0.0639635178736862
JJC44	JJ-103	76714	0.0718447740959929
JJC44	JJ-52	77073	0.0721264255965124
JJC44	JJ-97	77241	0.0720278090651338
JJC44	JJC-73	75774	0.0697468788766595
JJC44	117	60061	0.0604718536154909
JJC44	LCG09-2	54068	0.0596193682030036
JJC44	LCG09-3	55805	0.0566795090045695
JJC44	LCG09-4	55182	0.0568029429886557
JJC44	LCG09-5	54638	0.0610655587686226
JJC44	XH-13	72740	0.067143249931262
JJC44	XHDC-2	73989	0.0680371406560435
JJC44	XHDC-5	61474	0.0630347789309302
JJC44	XHDC-6	68792	0.0663085823933015
JJC44	XHDC-7	70826	0.0670234094823935
JJC44	FQ-10	59467	0.0606723056485109
JJC44	FQ-14	53095	0.0623975892268575
JJC44	FQ-26	66114	0.0647820431376108
JJC44	FQ-27	63158	0.0634123943126761
JJC44	FQ-6	62836	0.0626472086065313
JJC44	26	70380	0.0674410343847684
JJC44	27	70193	0.0652273018677076
JJC44	28	74798	0.068471082114495
JJC44	31	75946	0.0707147183525136
JJC44	CX-29	73904	0.0676688677202858
JJC44	DF-5	62843	0.0642792355552727
JJC44	DFDC-11	75691	0.0703980658202428
JJC44	DFDC-13	73203	0.0673401363332104
JJC44	DFDC-14	74488	0.069105090752873
JJC44	DFDC-19	74539	0.0694871141281745
JJC44	Q-14	71023	0.0668445433169537
JJC44	Q-19	69503	0.0648533156842151
JJC44	Q-20	60572	0.0627847850491977
JJC44	Q-30	73778	0.0680419637290249
JJC44	Q-6	74246	0.0681316165180616
JJC44	H-22	34424	0.0546421101557053
JJC44	H-25	38754	0.0554523404035712
JJC44	H-26	34402	0.0541247601883611
JJC44	HDC-3	37585	0.0546494612212319
JJC44	HDC-4	36621	0.0550230741924033
JJC44	HM2	35809	0.177804462565277
JJC44	HM3	37614	0.182378901472856
JJC44	HM4	36093	0.180104175324855
JJC44	HM5	44887	0.187303673669437
JJC44	HM6	45408	0.187004492600423
108	JJ-109	76494	0.0730514811619212
108	JJ-35	73033	0.0712486136404091
108	JJ-71	78530	0.0763784540939768
108	JJ-92	63684	0.0681725394133534
108	JJ-103	75536	0.069721722092777
108	JJ-52	76032	0.0694312920875421
108	JJ-97	76121	0.0698755928061901
108	JJC-73	74675	0.0687445597589555
108	117	59493	0.0598221639520616
108	LCG09-2	53650	0.0588350419384902
108	LCG09-3	55267	0.056417030054101
108	LCG09-4	54620	0.0558037348956426
108	LCG09-5	54092	0.0591214967093101
108	XH-13	71721	0.0659012004852135
108	XHDC-2	73026	0.0677224550160217
108	XHDC-5	60865	0.0627536350940606
108	XHDC-6	67980	0.0640997352162401
108	XHDC-7	70052	0.0643307828470279
108	FQ-10	58938	0.0609963011978689
108	FQ-14	52685	0.0602543418430293
108	FQ-26	65465	0.0636523333078744
108	FQ-27	62586	0.0625539257981018
108	FQ-6	62157	0.0616342487571794
108	26	69753	0.0658322939515146
108	27	69574	0.0652111420933107
108	28	74045	0.0674589776487271
108	31	75135	0.0703666733213549
108	CX-29	73103	0.0678015950097807
108	DF-5	62249	0.0628684798149368
108	DFDC-11	74683	0.0697615253806087
108	DFDC-13	72288	0.0667745683930943
108	DFDC-14	73651	0.0671409756826112
108	DFDC-19	73662	0.0678368765442155
108	Q-14	70220	0.0657932213044717
108	Q-19	68607	0.0630547903275176
108	Q-20	60024	0.06229174996668
108	Q-30	72811	0.0676683468157284
108	Q-6	73238	0.0679155629591196
108	H-22	34191	0.0545026468953818
108	H-25	38437	0.054829981528215
108	H-26	34136	0.0546929927349426
108	HDC-3	37336	0.0544112920505678
108	HDC-4	36359	0.0548282406006766
108	HM2	35739	0.177327289515655
108	HM3	37481	0.181852138416798
108	HM4	36027	0.179559774613484
108	HM5	44696	0.186482011813138
108	HM6	45193	0.186411612417852
JJ-109	JJ-35	74925	0.0716316316316316
JJ-109	JJ-71	80562	0.0764442292892431
JJ-109	JJ-92	65182	0.0673882360160781
JJ-109	JJ-103	77345	0.0693774646066326
JJ-109	JJ-52	77777	0.0707664219499338
JJ-109	JJ-97	77930	0.07138457590145
JJ-109	JJC-73	76347	0.0691710217821263
JJ-109	117	60253	0.0610757970557483
JJ-109	LCG09-2	54469	0.0582992160678551
JJ-109	LCG09-3	56152	0.0559285510756518
JJ-109	LCG09-4	55490	0.0559380068480807
JJ-109	LCG09-5	54892	0.0602546819208628
JJ-109	XH-13	73203	0.0655096102618745
JJ-109	XHDC-2	74684	0.0682810240479889
JJ-109	XHDC-5	62133	0.0633721210950702
JJ-109	XHDC-6	69439	0.0651939112026383
JJ-109	XHDC-7	71500	0.0661748251748252
JJ-109	FQ-10	60004	0.0596043597093527
JJ-109	FQ-14	53623	0.0609626466255152
JJ-109	FQ-26	66764	0.0636795278892816
JJ-109	FQ-27	63815	0.062312935830134
JJ-109	FQ-6	63376	0.0615296011108306
JJ-109	26	71213	0.0660904610113322
JJ-109	27	70822	0.0655163649713366
JJ-109	28	75666	0.0678904659952951
JJ-109	31	76816	0.0704280358258696
JJ-109	CX-29	74684	0.0670893364040491
JJ-109	DF-5	63332	0.0633802816901408
JJ-109	DFDC-11	76263	0.0698307173858883
JJ-109	DFDC-13	73720	0.0674579489962018
JJ-109	DFDC-14	75210	0.0676971147453796
JJ-109	DFDC-19	75203	0.0690929883116365
JJ-109	Q-14	71702	0.0656536777216814
JJ-109	Q-19	70080	0.0638270547945206
JJ-109	Q-20	61099	0.061727687850865
JJ-109	Q-30	74445	0.0682920276714353
JJ-109	Q-6	74728	0.0680334011347821
JJ-109	H-22	34667	0.0543744771684888
JJ-109	H-25	39006	0.0543121571040353
JJ-109	H-26	34648	0.0541734010621104
JJ-109	HDC-3	37824	0.0534184644670051
JJ-109	HDC-4	36838	0.0532737933655464
JJ-109	HM2	36222	0.176274087571089
JJ-109	HM3	37968	0.180309734513274
JJ-109	HM4	36467	0.179312803356459
JJ-109	HM5	45304	0.185678968744482
JJ-109	HM6	45823	0.186107413307728
JJ-35	JJ-71	76980	0.0743634710314367
JJ-35	JJ-92	63439	0.0660713441258532
JJ-35	JJ-103	74092	0.0685634076553474
JJ-35	JJ-52	74478	0.0684967372915492
JJ-35	JJ-97	74599	0.0695183581549351
JJ-35	JJC-73	73229	0.0674323014106433
JJ-35	117	58813	0.058915545882713
